county_name,crime rate per 100000,Murder rate per 100000,Rape rate per 100000,Robbery rate per 100000,Aggrevated Assault rate per 100000,Burglery rate per 100000,Larceny rate per 100000,Motor Vehicle Theft rate per 100000,Arson rate per 100000
"Mecklenburg County, NC",556.9251355,5.449167841,24.21852374,190.3172324,336.9402115,841.5937,2623.168853,231.5896333,23.51215013
"Del Norte County, CA",556.0937108,3.58770136,78.92942991,86.10483263,387.4717469,1033.257992,1015.319485,416.1733577,21.52620816
"Prince George's County, MD",555.679764,7.078007507,19.43643331,275.2558475,253.9094757,679.7134193,2249.795243,572.0827655,17.86354276
"Lafayette Parish, LA",554.917802,7.364248738,16.02807078,115.6620243,415.8634582,914.0332258,3014.576881,171.5436765,19.9267907
"Butler County, MO",554.7431702,2.32110113,41.77982035,81.23853956,429.4037091,1035.211104,3537.358123,183.3669893,23.2110113
"Sumter County, AL",553.8507597,7.484469725,14.96893945,29.9378789,501.4594716,740.9625028,1451.987127,112.2670459,0
"Maury County, TN",552.7632192,5.969365218,33.42844522,53.72428696,459.6411218,618.4262366,1957.951791,95.50984348,13.13260348
"Mobile County, AL",552.3100664,11.10899128,21.01048351,159.6313747,360.559217,1076.606155,2974.070165,249.710804,22.21798256
"St. Landry Parish, LA",551.2018597,8.387854387,33.55141755,82.68027896,426.5823088,986.1720229,1966.352721,100.6542526,3.594794737
"Cumberland County, NJ",551.0639921,4.449190247,20.33915542,200.8491597,325.4264867,1292.171968,2902.778837,104.2381715,20.97475402
"Tift County, GA",551.0599216,12.41125949,44.68053418,111.7013355,382.2667924,915.9509507,3758.129375,168.7931291,39.71603038
"Pinellas County, FL",550.6712247,4.736030862,38.85698048,129.8103004,377.267913,795.6531848,2637.000456,188.9030491,17.97538986
"Roanoke city, VA",550.4493983,9.140303661,39.60798253,143.1980907,358.5030214,953.6383487,3658.152643,251.8661453,43.67033971
"Clarendon County, SC",550.1382623,2.910784456,29.10784456,90.23431815,427.8853151,1024.596129,2631.349149,238.6843254,32.01862902
"Chaves County, NM",549.9597405,12.15380642,56.21135469,72.92283852,408.6717409,1148.534707,3252.662443,167.1148383,21.26916124
"Quitman County, GA",549.2184199,0,0,0,549.2184199,760.4562738,1013.941698,84.49514153,0
"Wicomico County, MD",549.080241,4.955597843,29.73358706,146.6856962,367.70536,757.2153505,2471.852204,108.032033,32.70694577
"Sacramento County, CA",547.6937429,5.403072638,26.1946433,175.0869108,341.0091161,778.5212132,1961.452154,575.5982193,16.68797119
"Andrews County, TX",547.6516459,5.952735282,119.0547056,0,422.644205,464.313352,1535.805703,107.1492351,0
"Stanislaus County, CA",547.107372,7.231332221,24.54846991,149.9549945,365.3725754,1056.345399,2364.455338,777.3682137,22.26489131
"Spalding County, GA",546.7734102,4.700057967,37.60046374,128.4682511,376.0046374,1248.648733,3584.577543,250.6697583,4.700057967
"Victoria County, TX",543.1643489,6.664593238,53.3167459,55.53827698,427.6447327,845.2925756,2463.677967,144.3995201,21.10454525
"St. Francis County, AR",542.9200293,14.67351431,25.67865004,165.077036,337.4908291,1705.796038,3965.517241,124.7248716,33.01540719
"Wirt County, WV",542.2809693,0,16.94628029,0,525.334689,711.7437722,965.9379766,186.4090832,33.89256058
"Halifax County, NC",540.6618899,13.09561671,52.38246684,102.8941313,372.289675,1369.427347,2293.603727,151.5349934,24.32043103
"Jeff Davis County, GA",539.8560384,6.664889363,0,19.99466809,513.1964809,766.4622767,2306.05172,66.64889363,13.32977873
"Cecil County, MD",538.6947691,1.962458175,37.28670533,116.7662614,382.6793441,853.6693062,2317.663105,135.4096141,44.15530894
"Brevard County, FL",537.9223453,5.446395666,36.12775792,91.68099371,404.667198,716.2010301,2154.412579,153.7699043,11.61897742
"Butler County, AL",537.8731804,29.607698,24.67308167,54.28077967,429.311621,898.1001727,2013.323464,148.03849,14.803849
"Montgomery County, TN",536.6094754,6.517523993,32.58761996,56.48520794,441.0191235,636.0017163,1773.309653,124.9192099,15.75068298
"Beaufort County, SC",536.5518686,6.9833215,27.933286,84.96374492,416.6715162,755.9445524,2049.60486,127.4456174,15.13052992
"Forsyth County, NC",535.9614639,2.214716793,27.40712031,129.837772,376.5018548,1498.53275,3109.739217,230.0537069,31.0060351
"Fresno County, CA",534.2980847,7.955849224,17.79597853,147.6019396,360.9443174,1098.430604,2559.585123,723.2495038,43.44312405
"Kent County, DE",534.1880342,2.361052085,27.742362,95.03234641,409.0522737,726.0235161,2799.61751,125.7260235,115.6915522
"Howard County, TX",533.9308933,8.299443937,55.32962625,33.19777575,437.1040474,838.2438377,2511.965032,149.3899909,19.36536919
"Putnam County, GA",533.4331571,0,32.75466754,60.83009686,439.8483927,809.5082121,1516.073183,51.47162042,4.67923822
"Morgan County, MO",532.938564,14.803849,0,4.934616334,513.2000987,759.9309154,1223.784851,123.3654083,0
"Anson County, NC",531.3252552,3.82248385,57.33725775,114.6745155,355.4909981,1941.821796,2939.490081,145.2543863,11.46745155
"Allen County, OH",530.8742806,7.597485232,69.32705275,113.9622785,339.9874641,989.5724515,2512.868241,125.3585063,23.74214135
"Clinch County, GA",529.8013245,29.43340692,0,117.7336277,382.6342899,1103.752759,2516.556291,29.43340692,14.71670346
"Wilkes County, GA",529.4705295,9.99000999,9.99000999,9.99000999,499.5004995,499.5004995,1258.741259,49.95004995,0
"Muskegon County, MI",529.2150075,2.339071856,69.58738772,112.2754491,345.0130988,1052.582335,3019.741766,178.354229,35.67084581
"Lincoln County, WV",528.7814834,9.276868129,23.19217032,41.74590658,454.5665383,1048.286099,2435.177884,259.7523076,18.55373626
"Gadsden County, FL",528.2071265,10.82391653,25.97739966,54.11958263,437.2862276,961.1637875,1426.592198,90.92089882,10.82391653
"Bullock County, AL",526.3652599,0,18.79875928,112.7925557,404.1733246,921.1392048,516.9658803,28.19813892,216.1857317
"Dauphin County, PA",525.2143487,6.643610876,56.83978194,194.5101629,267.220793,565.814193,1994.559621,106.297774,20.66901162
"Hill County, MT",525.1086432,0,102.607436,6.035731531,416.4654756,241.4292612,3132.544664,217.2863351,66.39304684
"Bibb County, GA",524.1693112,15.51179219,36.19418179,188.726805,283.7365322,1547.947596,4076.369724,441.4397528,136.3745064
"Knox County, TN",522.4662747,5.62275371,33.73652226,137.6450108,345.4619879,945.747174,2863.78092,308.5767236,10.34586683
"Vance County, NC",522.2281735,24.54918765,17.85395465,216.4792001,263.3458311,2296.464917,4017.139796,372.7013033,26.78093198
"Bryan County, OK",522.1046922,2.260193473,38.42328903,20.34174125,461.0794684,827.230811,1955.067354,171.7747039,4.520386945
"Cuyahoga County, OH",521.2349405,7.837524166,38.71261936,294.4217411,180.2630558,1011.832286,1703.434419,370.5803093,29.05425625
"Taney County, MO",520.7652823,0,18.66542231,48.53009799,453.569762,655.1563229,2919.272049,190.3873075,5.599626692
"Martin County, NC",519.0092409,12.65876197,16.8783493,135.0267944,354.4453352,1793.324613,2611.924554,168.783493,25.31752395
"McMinn County, TN",517.7585449,0,34.38986645,70.69028104,412.6783974,922.7947498,2724.441642,259.8345465,24.83712577
"Dallas County, AR",516.8284382,25.21114333,63.02785831,88.23900164,340.3504349,1008.445733,1815.202319,63.02785831,12.60557166
"Delaware County, PA",516.0390268,5.33833476,15.83705979,151.0748737,343.7887585,410.873832,1734.069074,107.1225842,10.49872503
"Ward County, TX",515.8306652,17.78726432,44.4681608,17.78726432,435.7879758,622.5542512,2009.960868,62.25542512,0
"Gibson County, TN",515.5994096,0,14.15370928,42.46112785,458.9845725,742.0587581,1641.830277,99.07596498,18.19762622
"Bristol County, MA",515.394913,1.085422772,33.64810594,125.1854264,355.4759579,660.8415645,1555.591736,158.4717247,18.99489851
"Oconee County, SC",514.3580518,6.662669065,42.64108202,22.65307482,442.4012259,882.1373842,1940.169232,209.2078086,17.32293957
"Etowah County, AL",513.8024266,1.924353658,43.2979573,121.2342804,347.3458352,1194.061445,2572.86084,282.8799877,40.41142681
"Pontotoc County, OK",513.2659507,7.896399242,65.80332702,28.95346389,410.6127606,768.5828595,1947.77848,202.6742472,0
"Monroe County, FL",512.1085513,3.929221621,43.22143783,86.44287567,378.5150162,835.6144648,3338.528637,188.6026378,7.858443242
"Gonzales County, TX",512.0126034,9.846396219,73.84797164,19.69279244,408.6254431,817.2508862,1728.042536,123.0799527,4.923198109
"Abbeville County, SC",511.8566801,0,19.99440157,47.98656376,443.8757148,863.7581477,1983.444636,99.97200784,51.98544408
"Galax city, VA",511.7270789,0,142.1464108,14.21464108,355.366027,241.6488984,4108.031272,85.28784648,0
"Dorchester County, MD",508.2669933,3.061849357,45.92774036,110.2265769,349.0508267,906.3074097,2400.489896,150.0306185,33.68034293
"Lawrence County, PA",508.2108515,4.477628648,15.67170027,104.1048661,383.9566566,710.8235478,1568.289434,81.71672282,14.55229311
"Ben Hill County, GA",508.1358835,0,131.3160148,68.5127034,308.3071653,1027.690551,1729.945761,137.0254068,17.12817585
"Kings County, CA",508.081611,2.649708532,36.43349232,70.2172761,398.7811341,538.5532591,1471.91309,268.2829889,22.52252252
"Baltimore County, MD",508.0101821,2.91610724,17.86115684,166.2181127,321.0148053,496.1027442,2188.659988,191.0050242,31.22664836
"Des Moines County, IA",506.4229249,7.411067194,12.35177866,49.40711462,437.2529644,837.4505929,2618.577075,153.1620553,34.58498024
"Okeechobee County, FL",505.9750826,0,48.30917874,76.27765065,381.3882532,1398.423595,1998.474447,129.6720061,0
"Lancaster County, SC",504.6111014,16.15749832,32.31499664,84.51614507,371.6224614,1098.709886,2667.230108,142.9317159,27.3434587
"Lee County, IA",504.4560283,0,25.22280141,14.01266745,465.2205594,711.8435065,1900.117706,218.5976122,42.03800235
"Calcasieu Parish, LA",504.3626086,6.144519089,60.42110437,123.402425,314.3945601,1926.306734,2458.831722,118.2819925,8.192692119
"Randall County, TX",503.6608315,4.744058067,44.27787529,99.62521941,355.0136787,864.9999209,2443.980581,247.4816958,22.92961399
"St. Charles Parish, LA",503.6395081,3.801052892,15.20421157,60.81684627,423.8173974,777.3153163,2124.788566,148.2410628,34.20947602
"Baldwin County, GA",501.7485176,4.344143009,39.09728708,32.58107257,425.7260149,779.7736701,2267.642651,86.88286018,6.516214514
"Pueblo County, CO",501.7002063,4.955063765,13.62642536,123.2572112,359.861506,1215.229388,3054.177428,320.8403788,26.63346774
"Cherokee County, TX",501.1989465,3.930972129,64.86104014,49.13715162,383.2697826,856.9519242,1774.833916,200.4795786,15.72388852
"McNairy County, TN",501.1476664,0,15.30221882,19.12777353,466.7176741,585.3098699,1446.059679,160.6732976,7.651109411
"Lea County, NM",501.0137816,5.876994505,41.13896154,41.13896154,411.3896154,1071.082249,2350.797802,270.3417472,8.815491758
"Franklin County, AL",497.9068882,0,31.71381454,41.2279589,424.9651148,685.018394,1566.662438,110.9983509,6.342762908
"Geary County, KS",497.5390541,2.674941151,32.09929382,34.77423497,427.9905842,444.0402311,1364.219987,85.59811684,18.72458806
"Tallapoosa County, AL",497.5365871,7.281023226,14.56204645,41.25913162,434.4343858,718.3942917,1963.449263,126.2044026,9.708030969
"DeWitt County, TX",497.4881725,0,48.77335024,24.38667512,424.3281471,604.789543,1414.427157,102.4240355,4.877335024
"Bay County, FL",497.1797905,5.143239212,40.00297165,96.00713196,356.0264477,890.3518547,3164.806528,168.583952,11.42942047
"Scotland County, NC",496.8771686,19.43095073,13.87925052,91.60305344,371.9639139,2112.421929,2229.007634,130.4649549,72.17210271
"St. Helena Parish, LA",496.5517241,0,9.195402299,18.3908046,468.9655172,800,1287.356322,183.908046,0
"Washington Parish, LA",495.4867619,12.92574161,47.39438592,77.55444969,357.6121847,1189.168229,2315.862039,163.7260604,4.308580538
"Calhoun County, TX",495.2765294,0,68.78840686,13.75768137,412.7304412,875.905714,1646.335871,132.9909199,22.92946895
"Johnson County, TN",495.0770429,11.12532681,27.81331702,11.12532681,445.0130723,534.0156867,940.0901151,211.3812093,11.12532681
"Valencia County, NM",492.8949714,5.243563526,19.66336322,23.59603587,443.0811179,1077.552305,1220.439411,267.4217398,11.79801793
"Gregg County, TX",492.5868123,5.689946677,58.52516582,117.8631812,310.5085187,1008.746261,3116.46508,321.0755625,15.44414098
"Kleberg County, TX",492.1965048,3.115167752,15.57583876,56.07301953,417.4324787,1152.612068,2990.561042,62.30335504,12.46067101
"Sheridan County, MT",490.7306434,0,81.78844057,0,408.9422028,190.8396947,1472.19193,163.5768811,0
"Muscogee County, GA",490.5731077,8.381651087,15.28418728,209.0482389,257.8590305,1337.119867,3829.42847,417.1104011,13.80507238
"Nantucket County, MA",490.4317723,0,28.84892778,19.23261852,442.350226,490.4317723,2894.509087,125.0120204,9.616309261
"Decatur County, TN",488.80885,0,8.57559386,25.72678158,454.5064746,831.8326044,1389.246205,214.3898465,8.57559386
"Osceola County, FL",488.4356659,2.680031088,25.12529145,70.01581218,390.6145311,938.3458848,1997.293169,122.9464262,2.345027202
"York County, SC",488.3795741,4.177755125,29.24428588,69.76851059,385.1890225,455.3753086,1871.634296,136.6125926,12.95104089
"Shawnee County, KS",488.1703955,10.62455615,25.72260961,136.4416684,315.3815614,886.3116574,3190.721967,370.1819036,38.02472726
"Pennington County, SD",486.9469842,4.727640624,135.2105218,52.00404686,295.0047749,676.9981373,2977.468065,243.9462562,19.85609062
"Ingham County, MI",485.4128135,4.606106989,57.3991794,83.97287357,339.4346535,698.3566828,1732.959176,151.6472147,39.68338329
"Cloud County, KS",484.2875592,0,96.85751184,0,387.4300474,947.0512269,2173.913043,107.6194576,75.33362032
"Bradford County, FL",484.1713222,0,44.69273743,22.34636872,417.132216,666.6666667,1262.569832,96.83426443,7.448789572
"Douglas County, NE",483.3822237,7.631371264,36.48167726,153.3719493,285.8972259,685.7066278,2634.126003,538.4770017,13.58756347
"Colbert County, AL",482.3917828,3.668378577,27.51283933,62.3624358,388.8481291,1166.544387,2461.482025,205.4292003,5.502567865
"Passaic County, NJ",481.7351959,5.932699457,8.30577924,239.8788147,227.6179025,611.6613141,1304.996124,275.2772548,3.757376323
"Gray County, TX",481.7081109,0,8.679425422,26.03827627,446.9904092,1167.382719,2642.885041,151.8899449,17.35885084
"Portsmouth city, VA",481.2639676,11.43391716,44.69622161,188.1399096,236.9939192,1268.125357,3553.869342,223.4811081,14.5522582
"Monroe County, AL",481.201655,0,35.97769383,35.97769383,409.2462673,580.140313,1902.320561,112.4302932,8.994423457
"Union County, NM",480.5491991,0,22.88329519,45.76659039,411.8993135,1762.01373,961.0983982,274.5995423,0
"Hardin County, TN",480.1413536,3.841130829,42.25243912,46.09356995,387.9542137,1083.198894,2250.902666,192.0565414,23.04678497
"Clarke County, AL",480.0253898,0,63.47443171,47.60582378,368.9451343,682.3501408,1582.893641,134.8831674,3.967151982
"Pointe Coupee Parish, LA",480.0213343,0,13.33392595,17.77856794,448.9088404,493.3552602,831.148051,93.33748167,0
"Crenshaw County, AL",479.0504791,7.15000715,21.45002145,21.45002145,429.000429,607.7506078,950.950951,164.4501645,14.3000143
"Marion County, FL",479.010677,6.22476746,49.20530469,48.0196347,375.5609701,589.5744038,1505.80089,71.73303454,4.74267997
"Palm Beach County, FL",478.6575434,5.392913857,27.76621864,137.2277945,308.2706164,745.5339021,2269.906593,192.4687229,11.44172264
"Pima County, AZ",478.147697,5.619364329,34.6192981,148.6121174,289.2969172,831.2645376,1172.339883,361.144504,31.1071954
"Multnomah County, OR",477.461544,3.132607178,37.46076083,152.7145999,284.1535761,733.6827061,3598.45197,585.0143904,38.24391263
"Georgetown County, SC",476.5056254,6.618133686,23.1634679,51.29053607,395.4334878,1174.718729,2526.472535,206.8166777,9.927200529
"Chesterfield County, SC",476.2213997,4.329285451,30.30499816,45.45749724,396.1296188,783.6006667,2638.699483,181.829989,21.64642726
"Crisp County, GA",475.6599246,12.85567364,38.56702091,188.54988,235.68735,1426.979774,4255.227974,154.2680836,17.14089818
"Pottawatomie County, OK",473.593974,5.62129346,44.97034768,30.91711403,392.0852188,926.1080975,2311.756935,337.2776076,4.215970095
"De Baca County, NM",471.9454641,0,52.4383849,0,419.5070792,471.9454641,314.6303094,52.4383849,0
"Calhoun County, SC",471.6041182,0,39.85386915,59.78080372,371.9694454,1467.950847,1786.7818,332.1155762,13.28462305
"Radford city, VA",471.3687151,5.819366853,52.37430168,46.55493482,366.6201117,628.4916201,2292.83054,122.2067039,17.45810056
"Broward County, FL",470.9480521,4.350559373,21.80717886,185.3338293,259.4564846,946.2466637,2462.362223,234.9302062,9.78875859
"Raleigh County, WV",470.6150977,11.41653876,45.66615504,125.5819264,287.9504776,1337.003539,2696.840156,167.4425685,17.75906029
"San Miguel County, NM",469.5000175,0,17.51865737,28.02985179,423.9515084,543.0783785,956.5186924,84.08955538,21.02238884
"Muscatine County, IA",469.2314875,0,93.3794005,16.34139509,359.5106919,604.6316183,1699.505089,95.71388552,28.01382015
"Dimmit County, TX",468.0187207,0,36.70735065,18.35367532,412.9576948,1532.53189,2285.032578,201.8904286,36.70735065
"Lincoln County, TN",466.8034371,5.9465406,17.8396218,17.8396218,425.1776529,582.7609788,1703.683882,80.2782981,11.8930812
"Okaloosa County, FL",464.3699274,1.031933172,37.14959419,55.72439129,370.4640088,474.6892591,2006.594053,112.9966823,1.031933172
"Reno County, KS",464.2467674,3.115750117,43.62050164,40.50475152,377.0057641,992.3664122,3335.4105,247.7021343,63.8728774
"Decatur County, GA",464.1982529,10.96531306,7.310208706,40.20614789,405.7165832,928.3965057,2715.742534,91.37760883,0
